dialog_id,target_message_id,current_client_message,baseline_topic_id,enriched_topic_id,baseline_route,enriched_route,baseline_empty_clarification,enriched_empty_clarification,baseline_substantive_score,enriched_substantive_score,draft_became_more_substantive,empty_clarification_reduced,used_kb_context,invalid_topic_id,unsupported_numeric_promises,brand_separation_violation,high_risk_route_relaxed,baseline_manager_only_relaxed,baseline_manager_only_preserved,baseline_draft_text,enriched_draft_text
1006885321,5092,"Добрый день! Подскажите пожалуйста, мы зарегистрировались на математику. Остальные курсы добавятся в соответствии с программой?",theme:016_program,theme:016_program,draft_for_manager,draft_for_manager,False,False,25,18,False,False,True,False,False,False,False,False,False,"Добрый день! Да, подскажите, пожалуйста, на какую именно программу вы зарегистрировались и в каком личном кабинете/разделе сейчас видите математику? Мы проверим состав программы и порядок добавления остальных курсов, после этого уточним, как они должны отображаться.",Добрый день! Уточню по вашей регистрации и программе: какие курсы должны быть добавлены и в каком порядке они появятся. Вернусь с подтверждением после проверки.
1063099421,5114,"В случае невозможности замены класса, как можно получить возврат платежа?",theme:009_refund,theme:009_refund,manager_only,manager_only,False,False,29,26,False,False,True,False,False,False,False,False,False,"Здравствуйте, Павел Геннадьевич! Сначала проверим, можем ли оперативно перевести ученика в подходящую группу для 5 класса. Если такой возможности не будет, отдельно подскажем порядок оформления возврата после проверки оплаты и условий договора. Пришлите, пожалуйста, ФИО ученика и, если есть, подтверждение оплаты или номер договора.","Здравствуйте! Сначала проверим, можем ли оперативно перевести ученика в подходящую группу. Если замена класса не получится, менеджер уточнит условия возврата по вашему договору и подскажет дальнейшие шаги. Пришлите, пожалуйста, ФИО ученика и подтверждение оплаты или номер договора, если он есть."
1081226575,10440,"Радионов Фёдор, 7 класс (сейчас в 6), Радионова Екатерина Ивановна, 8-908-207-15-85, yekaterina.radionova.97@mail.ru",theme:020_enrollment,theme:020_enrollment,manager_only,manager_only,False,False,19,12,False,False,True,False,False,False,False,False,False,"Спасибо! Данные получили. Передадим их для внесения в список желающих на курс «Информатика, 7 класс». Когда появится актуальная информация по записи на следующий учебный год, с вами свяжутся.","Спасибо, Екатерина Ивановна! Данные получила. Передам информацию менеджеру по записи на информатику для 7 класса на следующий учебный год."
1084253673,12551,"Если ученик пропустил  урок онлайн, то может посмотреть его в записи, а если пропущен урок оффлайн? Ребенок сможет как-то ознакомиться с материалами этого урока?",theme:018_materials_homework,theme:018_materials_homework,draft_for_manager,draft_for_manager,False,False,33,37,True,False,True,False,False,False,False,False,False,"Здравствуйте! По онлайн-занятиям запись обычно помогает закрыть пропуск. По очным занятиям порядок лучше уточнить по конкретной группе: как правило, можно передать тему урока, домашнее задание и доступные материалы, но запись очного занятия может не вестись. Уточним для выбранного формата и подскажем, как ребенку лучше ознакомиться с пропущенной темой.","Здравствуйте! По онлайн-занятию можно ориентироваться на запись на платформе. Если пропущено очное занятие, менеджеру нужно проверить по конкретной группе, какие материалы, домашнее задание или краткие рекомендации можно передать по этой теме. Уточните, пожалуйста, предмет, класс/группу и дату пропущенного урока — сориентируем, как ребенку лучше ознакомиться с материалом."
1195180485,6952,"Здравствуйте, к сожалению ещё не связалась. Подскажите когда начинаются курсы? Или они уже идут?",theme:013_schedule,theme:013_schedule,manager_only,manager_only,False,False,20,24,True,False,True,False,False,False,False,False,True,"Здравствуйте! Уточню актуальные даты старта и расписание групп для 3 класса, особенно по Долгопрудному. Если группы уже начались, подскажем, можно ли присоединиться сейчас и какие варианты есть по дням.","Здравствуйте! Актуальный старт и наличие мест по группам нужно уточнить. Подскажите, пожалуйста, какой филиал вам удобнее и какие направления рассматриваете? Я проверю расписание и сориентирую, можно ли присоединиться сейчас или когда будет ближайший старт."
1310123458,5029,"1)Рассрочку можно оформить только в Т-банке? 
2) На каких условиях?",theme:006_installment,theme:006_installment,manager_only,manager_only,False,False,25,22,False,False,True,False,False,False,False,False,True,"Здравствуйте! По рассрочке нужно проверить актуальные условия по выбранному курсу: через какой банк можно оформить, на какой срок, есть ли первоначальный взнос и дополнительные условия. Подскажите, пожалуйста, какой курс вы рассматриваете, и я уточню доступные варианты рассрочки.","Здравствуйте! Условия рассрочки зависят от актуальной программы банка и выбранного курса. Я уточню, через какой банк сейчас доступно оформление и какие действуют параметры, после этого сориентирую вас по шагам."
1415492438,15218,Сегодня с мужем обсудим и Вам сообщим!,service:S1_non_question,service:S1_non_question,manager_only,manager_only,False,False,9,17,True,False,True,False,False,False,False,False,False,"Поняла, спасибо! Обсудите, пожалуйста, и напишите, как примете решение. Буду на связи.","Хорошо, спасибо! Обсудите спокойно, будем ждать Вашего решения. Если появятся дополнительные вопросы по летней школе или оплате, напишите, пожалуйста."
143146369,5524,встречаем детей на ховрино и хочется более-менее поточнее рассчитать время прибытия,theme:028_transport_logistics,theme:028_transport_logistics,draft_for_manager,draft_for_manager,False,False,25,19,False,False,True,False,False,False,False,False,False,"Здравствуйте! Понимаю, вам нужно точнее сориентироваться по времени встречи у м. Ховрино. Сейчас лучше уточнить актуальный ориентир по трансферу с учетом фактического выезда и дороги. Я проверю у ответственных за автобус и напишу, во сколько примерно ожидать прибытие.","Понимаю, вам нужно точнее рассчитать время встречи детей. Сейчас уточню у ответственного за трансфер фактическое время выезда и ориентировочное время прибытия к Ховрино, после этого сориентирую вас точнее."
1431545976,13231,Есть ли у вас пробные уроки ?,theme:023_trial_class,theme:023_trial_class,draft_for_manager,draft_for_manager,False,False,25,15,False,False,True,False,False,False,False,False,False,"Здравствуйте! Можем проверить возможность пробного занятия по физике для 9 класса. Подскажите, пожалуйста, какой формат вам удобнее: онлайн или очно, и цель подготовки — ОГЭ, школьная программа или повышение уровня? После этого сориентируем по подходящим вариантам.","Здравствуйте! По пробному занятию сориентируем. Вижу, что интересует подготовка по физике для 9 класса. Уточню актуальные варианты и условия по УНПК и вернусь с ответом."
1750927174,5841,Добрый день мы предварительно записывались на физику в Москве для 8 класса. Наши действия?,service:S4_status_request,service:S4_status_request,draft_for_manager,draft_for_manager,False,False,27,22,False,False,True,False,False,False,False,False,False,"Добрый день! Поняла, речь про предварительную запись на физику в Москве для 8 класса. Сейчас проверим актуальный статус записи и подскажем следующие шаги: нужно ли что-то подтвердить, дождаться расписания, оформить документы или оплату. Вернемся к Вам с точной информацией после проверки.","Добрый день! Сейчас проверю вашу предварительную запись на физику для 8 класса в Москве и сориентирую по дальнейшим шагам. Если запись подтверждена, подскажем, что нужно для оформления и пришлем актуальную организационную информацию."
